Toggle Attrition/Retention 1,0,Age,Age (copy),Age group,Attrition,Attrition %,Attrition Count,Attrition Date,Attrition Label,Avg. Satisfaction Score,Department,Dynamic Date,Education,Education Field,Education Label,Education Switch Calc,Employee Count,Employee No.,Employee Number,Environment Satisfaction,Gender,Heat Map - Attrition Emp,Heat Map - Current Emp,Job Involvement,Job Role,Job Satisfaction,Monthly Income,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Toggle - Trend Switch,Toggle Attrition/Retention 2,Work Life Balance
TRUE,0,38,38,35-44,No,,,,Current Employees,3,Sales,,Associates Degree,Marketing,E D U C A T I O N,Associates Degree,1,E_1125,1125,4,Male,,1,3,Sales Executive,2,7351,16,3,3,Month,Retention,3
TRUE,0,43,43,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1126,1126,3,Female,,1,3,Manufacturing Director,1,10820,11,3,3,Month,Retention,3
TRUE,0,39,39,35-44,Yes,0.000680272,1,4/13/2022,Attrited Employees,3,R & D,4/1/2022,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1127,1127,1,Male,1,0,3,Healthcare Representative,4,12169,11,3,4,Month,Attrition,3
TRUE,0,40,40,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1128,1128,3,Male,,1,2,Research Director,3,19626,14,3,1,Month,Retention,4
TRUE,0,21,21,< 25,No,,,,Current Employees,3,R & D,,High School,Technical Degree,E D U C A T I O N,High School,1,E_1131,1131,4,Female,,1,2,Research Scientist,2,2070,11,3,3,Month,Retention,4
TRUE,0,39,39,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1132,1132,3,Male,,1,3,Laboratory Technician,2,6782,15,3,3,Month,Retention,2
TRUE,0,36,36,35-44,No,,,,Current Employees,2.4,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1133,1133,1,Male,,1,3,Manufacturing Director,4,7779,20,4,1,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,3,Sales,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1135,1135,3,Male,,1,4,Sales Representative,4,2791,12,3,1,Month,Retention,3
TRUE,0,28,28,25-34,No,,,,Current Employees,1.4,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1136,1136,1,Male,,1,2,Research Scientist,2,3201,17,3,1,Month,Retention,1
TRUE,0,35,35,35-44,No,,,,Current Employees,3.6,Sales,,Associates Degree,Marketing,E D U C A T I O N,Associates Degree,1,E_1137,1137,4,Male,,1,3,Sales Executive,4,4968,11,3,4,Month,Retention,3
TRUE,0,49,49,45-55,No,,,,Current Employees,2.6,Sales,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_1138,1138,4,Male,,1,2,Sales Executive,2,13120,17,3,2,Month,Retention,3
TRUE,0,34,34,25-34,No,,,,Current Employees,3.2,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1140,1140,4,Male,,1,3,Manufacturing Director,3,4033,11,3,4,Month,Retention,2
TRUE,0,29,29,25-34,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1143,1143,4,Female,,1,3,Research Scientist,2,3291,14,3,4,Month,Retention,2
TRUE,0,42,42,35-44,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1148,1148,2,Male,,1,1,Laboratory Technician,4,4272,19,3,1,Month,Retention,3
TRUE,0,29,29,25-34,No,,,,Current Employees,2.6,R & D,,High School,Medical,E D U C A T I O N,High School,1,E_1150,1150,2,Male,,1,2,Manufacturing Director,4,5056,15,3,3,Month,Retention,2
TRUE,0,38,38,35-44,No,,,,Current Employees,3.6,HR,,Bachelor's Degree,Human Resources,E D U C A T I O N,Bachelor's Degree,1,E_1152,1152,3,Male,,1,4,Human Resources,3,2844,13,3,4,Month,Retention,4
TRUE,0,28,28,25-34,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1154,1154,3,Male,,1,2,Research Scientist,3,2703,14,3,4,Month,Retention,3
TRUE,0,18,18,< 25,Yes,0.000680272,1,3/21/2022,Attrited Employees,3.2,R & D,3/1/2022,High School,Medical,E D U C A T I O N,High School,1,E_1156,1156,3,Male,1,0,3,Laboratory Technician,3,1904,12,3,4,Month,Attrition,3
TRUE,0,33,33,25-34,Yes,0.000680272,1,2/21/2022,Attrited Employees,1.8,Sales,2/1/2022,Master's Degree,Marketing,E D U C A T I O N,Master's Degree,1,E_1157,1157,1,Female,1,0,3,Sales Executive,1,8224,17,3,1,Month,Attrition,3
TRUE,0,41,41,35-44,No,,,,Current Employees,2.6,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1158,1158,2,Male,,1,3,Laboratory Technician,4,4766,11,3,1,Month,Retention,3
TRUE,0,31,31,25-34,Yes,0.000680272,1,1/24/2022,Attrited Employees,2.8,R & D,1/1/2022,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1160,1160,3,Male,1,0,3,Laboratory Technician,3,2610,12,3,3,Month,Attrition,2
TRUE,0,37,37,35-44,No,,,,Current Employees,3,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1161,1161,3,Female,,1,2,Healthcare Representative,4,5731,13,3,3,Month,Retention,3
TRUE,0,27,27,25-34,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1162,1162,4,Male,,1,2,Research Scientist,3,2539,13,3,3,Month,Retention,3
TRUE,0,34,34,25-34,No,,,,Current Employees,2.2,Sales,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1163,1163,2,Female,,1,3,Sales Executive,3,5714,20,4,1,Month,Retention,2
TRUE,0,35,35,35-44,No,,,,Current Employees,2.4,HR,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_1164,1164,3,Male,,1,3,Human Resources,3,4323,17,3,2,Month,Retention,1
TRUE,0,29,29,25-34,Yes,0.000680272,1,7/18/2021,Attrited Employees,1.8,Sales,7/1/2021,High School,Life Sciences,E D U C A T I O N,High School,1,E_1165,1165,4,Female,1,0,2,Sales Executive,1,7336,13,3,1,Month,Attrition,1
TRUE,0,40,40,35-44,No,,,,Current Employees,2.6,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1166,1166,2,Female,,1,3,Research Director,3,13499,17,3,3,Month,Retention,2
TRUE,0,42,42,35-44,Yes,0.000680272,1,12/4/2021,Attrited Employees,2.2,Sales,12/1/2021,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1167,1167,3,Male,1,0,3,Sales Executive,1,13758,12,3,2,Month,Attrition,2
TRUE,0,42,42,35-44,No,,,,Current Employees,2.8,Sales,,Master's Degree,Marketing,E D U C A T I O N,Master's Degree,1,E_1171,1171,2,Male,,1,3,Sales Executive,1,5155,13,3,4,Month,Retention,4
TRUE,0,35,35,35-44,No,,,,Current Employees,2.8,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1172,1172,4,Male,,1,2,Laboratory Technician,3,2258,12,3,2,Month,Retention,3
TRUE,0,24,24,< 25,No,,,,Current Employees,3.2,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1173,1173,4,Male,,1,3,Laboratory Technician,2,3597,22,4,4,Month,Retention,3
TRUE,0,28,28,25-34,Yes,0.000680272,1,12/8/2021,Attrited Employees,3.2,R & D,12/1/2021,High School,Life Sciences,E D U C A T I O N,High School,1,E_1175,1175,3,Female,1,0,3,Laboratory Technician,4,2515,11,3,4,Month,Attrition,2
TRUE,0,26,26,25-34,No,,,,Current Employees,2.8,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1177,1177,1,Male,,1,4,Laboratory Technician,4,4420,22,4,2,Month,Retention,3
TRUE,0,30,30,25-34,No,,,,Current Employees,2.4,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_1179,1179,3,Male,,1,2,Sales Executive,3,6578,18,3,1,Month,Retention,3
TRUE,0,40,40,35-44,No,,,,Current Employees,2.8,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1180,1180,3,Female,,1,2,Research Scientist,4,4422,13,3,4,Month,Retention,1
TRUE,0,35,35,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1182,1182,3,Male,,1,2,Manufacturing Director,2,10274,18,3,2,Month,Retention,4
TRUE,0,34,34,25-34,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1184,1184,4,Male,,1,2,Healthcare Representative,1,5343,20,4,3,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,3.2,R & D,,Master's Degree,Other,E D U C A T I O N,Master's Degree,1,E_1185,1185,4,Male,,1,2,Laboratory Technician,4,2376,13,3,2,Month,Retention,4
TRUE,0,43,43,35-44,Yes,0.000680272,1,2/21/2022,Attrited Employees,1.8,Sales,2/1/2022,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_1188,1188,1,Female,1,0,1,Sales Executive,3,5346,13,3,2,Month,Attrition,2
TRUE,0,32,32,25-34,No,,,,Current Employees,2.6,Sales,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1190,1190,3,Female,,1,3,Sales Representative,1,2827,12,3,3,Month,Retention,3
TRUE,0,56,56,> 55,No,,,,Current Employees,3,R & D,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_1191,1191,4,Female,,1,3,Manager,1,19943,13,3,4,Month,Retention,3
TRUE,0,29,29,25-34,No,,,,Current Employees,2.6,R & D,,High School,Medical,E D U C A T I O N,High School,1,E_1192,1192,2,Female,,1,3,Laboratory Technician,4,3131,13,3,1,Month,Retention,3
TRUE,0,19,19,< 25,No,,,,Current Employees,2.6,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1193,1193,3,Male,,1,3,Research Scientist,1,2552,25,4,3,Month,Retention,3
TRUE,0,45,45,45-55,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1195,1195,1,Female,,1,3,Research Scientist,3,4477,19,3,3,Month,Retention,2
TRUE,0,37,37,35-44,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1196,1196,4,Female,,1,2,Manufacturing Director,4,6474,13,3,2,Month,Retention,2
TRUE,0,20,20,< 25,No,,,,Current Employees,1.8,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1198,1198,1,Male,,1,2,Laboratory Technician,3,3033,12,3,1,Month,Retention,2
TRUE,0,44,44,35-44,Yes,0.000680272,1,1/3/2022,Attrited Employees,3,R & D,1/1/2022,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1200,1200,3,Male,1,0,3,Research Scientist,3,2936,11,3,3,Month,Attrition,3
TRUE,0,53,53,45-55,No,,,,Current Employees,3,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1201,1201,4,Female,,1,3,Manager,3,18606,18,3,2,Month,Retention,3
TRUE,0,29,29,25-34,No,,,,Current Employees,2,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1202,1202,2,Female,,1,1,Research Scientist,4,2168,18,3,1,Month,Retention,2
TRUE,0,22,22,< 25,Yes,0.000680272,1,3/31/2022,Attrited Employees,2.8,R & D,3/1/2022,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1203,1203,3,Male,1,0,2,Research Scientist,4,2853,11,3,2,Month,Attrition,3
TRUE,0,46,46,45-55,No,,,,Current Employees,2.2,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_1204,1204,3,Female,,1,3,Manager,1,17048,23,4,1,Month,Retention,3
TRUE,0,44,44,35-44,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1206,1206,4,Male,,1,1,Research Scientist,3,2290,13,3,4,Month,Retention,3
TRUE,0,33,33,25-34,No,,,,Current Employees,3,HR,,Bachelor's Degree,Human Resources,E D U C A T I O N,Bachelor's Degree,1,E_1207,1207,2,Male,,1,3,Human Resources,3,3600,13,3,4,Month,Retention,3
TRUE,0,41,41,35-44,Yes,0.000680272,1,3/12/2022,Attrited Employees,1.2,R & D,3/1/2022,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1210,1210,1,Male,1,0,2,Research Scientist,1,2107,17,3,1,Month,Attrition,1
TRUE,0,30,30,25-34,No,,,,Current Employees,2.6,Sales,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1211,1211,3,Male,,1,3,Sales Executive,1,4115,19,3,3,Month,Retention,3
TRUE,0,40,40,35-44,No,,,,Current Employees,2.8,Sales,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1212,1212,2,Male,,1,3,Sales Executive,2,4327,12,3,4,Month,Retention,3
TRUE,0,50,50,45-55,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1215,1215,4,Female,,1,3,Manager,1,17856,22,4,3,Month,Retention,3
TRUE,0,28,28,25-34,No,,,,Current Employees,2.6,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1216,1216,4,Male,,1,2,Laboratory Technician,1,3196,12,3,3,Month,Retention,3
TRUE,0,46,46,45-55,No,,,,Current Employees,2.6,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1217,1217,4,Male,,1,3,Research Director,2,19081,11,3,1,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,2.8,Sales,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1218,1218,3,Male,,1,3,Sales Executive,1,8966,15,3,4,Month,Retention,3
TRUE,0,24,24,< 25,Yes,0.000680272,1,10/4/2021,Attrited Employees,2.2,R & D,10/1/2021,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1219,1219,4,Female,1,0,3,Laboratory Technician,2,2210,13,3,1,Month,Attrition,1
TRUE,0,33,33,25-34,No,,,,Current Employees,2.2,Sales,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1220,1220,2,Female,,1,3,Sales Executive,3,4539,12,3,1,Month,Retention,2
TRUE,0,36,36,35-44,No,,,,Current Employees,2.6,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1221,1221,3,Male,,1,1,Laboratory Technician,3,2741,14,3,3,Month,Retention,3
TRUE,0,30,30,25-34,No,,,,Current Employees,2.4,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1224,1224,3,Male,,1,3,Laboratory Technician,3,3491,13,3,1,Month,Retention,2
TRUE,0,44,44,35-44,No,,,,Current Employees,3.2,R & D,,Master's Degree,Other,E D U C A T I O N,Master's Degree,1,E_1225,1225,4,Male,,1,3,Research Scientist,4,4541,25,4,2,Month,Retention,3
TRUE,0,20,20,< 25,No,,,,Current Employees,3.6,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_1226,1226,3,Male,,1,4,Sales Representative,4,2678,17,3,4,Month,Retention,3
TRUE,0,46,46,45-55,No,,,,Current Employees,3.2,R & D,,Master's Degree,Technical Degree,E D U C A T I O N,Master's Degree,1,E_1228,1228,4,Male,,1,3,Manufacturing Director,4,7379,11,3,3,Month,Retention,2
TRUE,0,42,42,35-44,No,,,,Current Employees,2.8,HR,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_1231,1231,4,Male,,1,4,Human Resources,1,6272,16,3,1,Month,Retention,4
TRUE,0,60,60,> 55,No,,,,Current Employees,3,Sales,,Master's Degree,Marketing,E D U C A T I O N,Master's Degree,1,E_1233,1233,2,Male,,1,4,Sales Executive,4,5220,18,3,2,Month,Retention,3
TRUE,0,32,32,25-34,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Other,E D U C A T I O N,Bachelor's Degree,1,E_1234,1234,3,Female,,1,2,Laboratory Technician,2,2743,20,4,3,Month,Retention,3
TRUE,0,32,32,25-34,No,,,,Current Employees,3.4,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1235,1235,4,Female,,1,3,Research Scientist,3,4998,14,3,4,Month,Retention,3
TRUE,0,36,36,35-44,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_1237,1237,3,Female,,1,1,Manufacturing Director,1,10252,21,4,3,Month,Retention,3
TRUE,0,33,33,25-34,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1238,1238,1,Male,,1,3,Research Scientist,4,2781,13,3,2,Month,Retention,3
TRUE,0,40,40,35-44,No,,,,Current Employees,2.4,Sales,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_1239,1239,2,Female,,1,2,Sales Executive,2,6852,12,3,2,Month,Retention,4
TRUE,0,25,25,25-34,No,,,,Current Employees,3,Sales,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1240,1240,3,Male,,1,3,Sales Executive,4,4950,14,3,2,Month,Retention,3
TRUE,0,30,30,25-34,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1241,1241,4,Male,,1,3,Research Scientist,2,3579,21,4,1,Month,Retention,3
TRUE,0,42,42,35-44,No,,,,Current Employees,2.2,R & D,,Doctoral Degree,Medical,E D U C A T I O N,Doctoral Degree,1,E_1242,1242,1,Female,,1,3,Research Director,1,13191,17,3,3,Month,Retention,3
TRUE,0,35,35,35-44,No,,,,Current Employees,2.6,Sales,,Associates Degree,Marketing,E D U C A T I O N,Associates Degree,1,E_1243,1243,3,Female,,1,2,Sales Executive,4,10377,11,3,2,Month,Retention,2
TRUE,0,27,27,25-34,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1244,1244,1,Male,,1,3,Research Scientist,1,2235,14,3,4,Month,Retention,2
TRUE,0,54,54,45-55,No,,,,Current Employees,2.4,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1245,1245,4,Female,,1,3,Manufacturing Director,3,10502,17,3,1,Month,Retention,1
TRUE,0,44,44,35-44,No,,,,Current Employees,3.2,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1246,1246,1,Female,,1,4,Research Scientist,4,2011,13,3,4,Month,Retention,3
TRUE,0,19,19,< 25,Yes,0.000680272,1,3/7/2022,Attrited Employees,2.2,R & D,3/1/2022,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1248,1248,1,Female,1,0,2,Research Scientist,2,1859,25,4,2,Month,Attrition,4
TRUE,0,29,29,25-34,No,,,,Current Employees,2.4,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1249,1249,1,Female,,1,3,Research Scientist,4,3760,15,3,1,Month,Retention,3
TRUE,0,54,54,45-55,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1250,1250,4,Male,,1,3,Research Director,4,17779,14,3,1,Month,Retention,3
TRUE,0,31,31,25-34,No,,,,Current Employees,2.6,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1251,1251,3,Male,,1,3,Healthcare Representative,1,6833,12,3,4,Month,Retention,2
TRUE,0,31,31,25-34,No,,,,Current Employees,2.2,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1252,1252,3,Female,,1,2,Healthcare Representative,1,6812,19,3,2,Month,Retention,3
TRUE,0,59,59,> 55,No,,,,Current Employees,3.2,Sales,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1254,1254,3,Female,,1,2,Sales Executive,4,5171,17,3,4,Month,Retention,3
TRUE,0,43,43,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1255,1255,3,Male,,1,1,Research Director,4,19740,14,3,2,Month,Retention,3
TRUE,0,49,49,45-55,No,,,,Current Employees,2.6,R & D,,Associates Degree,Medical,E D U C A T I O N,Associates Degree,1,E_1256,1256,1,Male,,1,2,Manager,3,18711,13,3,3,Month,Retention,4
TRUE,0,36,36,35-44,No,,,,Current Employees,2.6,R & D,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_1257,1257,3,Male,,1,3,Research Scientist,2,3692,12,3,3,Month,Retention,2
TRUE,0,48,48,45-55,No,,,,Current Employees,3,R & D,,Associates Degree,Technical Degree,E D U C A T I O N,Associates Degree,1,E_1258,1258,4,Male,,1,4,Laboratory Technician,2,2559,11,3,3,Month,Retention,2
TRUE,0,27,27,25-34,No,,,,Current Employees,2.4,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1259,1259,1,Male,,1,3,Research Scientist,3,2517,11,3,2,Month,Retention,3
TRUE,0,29,29,25-34,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1260,1260,3,Male,,1,3,Healthcare Representative,4,6623,11,3,2,Month,Retention,3
TRUE,0,48,48,45-55,No,,,,Current Employees,3.4,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1263,1263,4,Male,,1,2,Research Director,4,18265,12,3,3,Month,Retention,4
TRUE,0,29,29,25-34,No,,,,Current Employees,2.8,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1264,1264,4,Female,,1,2,Research Director,4,16124,14,3,2,Month,Retention,2
TRUE,0,34,34,25-34,No,,,,Current Employees,3.2,R & D,,Bachelor's Degree,Technical Degree,E D U C A T I O N,Bachelor's Degree,1,E_1265,1265,3,Female,,1,4,Research Scientist,3,2585,17,3,4,Month,Retention,2
TRUE,0,44,44,35-44,No,,,,Current Employees,2.6,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_1267,1267,2,Male,,1,3,Manager,2,18213,11,3,3,Month,Retention,3
TRUE,0,33,33,25-34,No,,,,Current Employees,3.6,Sales,,Doctoral Degree,Marketing,E D U C A T I O N,Doctoral Degree,1,E_1268,1268,4,Male,,1,4,Sales Executive,3,8380,14,3,4,Month,Retention,3
TRUE,0,19,19,< 25,No,,,,Current Employees,3.4,R & D,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1269,1269,2,Female,,1,4,Research Scientist,4,2994,12,3,4,Month,Retention,3
TRUE,0,23,23,< 25,No,,,,Current Employees,3.4,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1270,1270,4,Male,,1,3,Research Scientist,3,1223,22,4,4,Month,Retention,3
TRUE,0,25,25,25-34,Yes,0.000680272,1,7/1/2021,Attrited Employees,3,Sales,7/1/2021,High School,Life Sciences,E D U C A T I O N,High School,1,E_1273,1273,3,Male,1,0,1,Sales Representative,4,1118,14,3,4,Month,Attrition,3
TRUE,0,26,26,25-34,No,,,,Current Employees,2.8,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1275,1275,3,Male,,1,3,Research Scientist,4,2875,20,4,2,Month,Retention,2
TRUE,0,45,45,45-55,Yes,0.000680272,1,4/25/2022,Attrited Employees,1.6,Sales,4/1/2022,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_1277,1277,1,Female,1,0,1,Manager,2,18824,16,3,1,Month,Attrition,3
TRUE,0,55,55,45-55,No,,,,Current Employees,3,R & D,,High School,Medical,E D U C A T I O N,High School,1,E_1278,1278,4,Male,,1,2,Healthcare Representative,2,13577,15,3,4,Month,Retention,3
TRUE,0,21,21,< 25,Yes,0.000680272,1,12/30/2021,Attrited Employees,2,R & D,12/1/2021,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1279,1279,1,Female,1,0,2,Laboratory Technician,3,2625,20,4,3,Month,Attrition,1
TRUE,0,46,46,45-55,No,,,,Current Employees,2.8,Sales,,Associates Degree,Marketing,E D U C A T I O N,Associates Degree,1,E_1280,1280,4,Female,,1,2,Manager,2,18789,14,3,3,Month,Retention,3
TRUE,0,34,34,25-34,No,,,,Current Employees,2.8,Sales,,Bachelor's Degree,Marketing,E D U C A T I O N,Bachelor's Degree,1,E_1281,1281,3,Female,,1,3,Sales Executive,1,4538,12,3,4,Month,Retention,3
TRUE,0,51,51,45-55,No,,,,Current Employees,2.4,Sales,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1282,1282,4,Male,,1,3,Manager,2,19847,24,4,1,Month,Retention,2
TRUE,0,59,59,> 55,No,,,,Current Employees,3.4,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1283,1283,4,Male,,1,3,Manufacturing Director,4,10512,12,3,4,Month,Retention,2
TRUE,0,34,34,25-34,No,,,,Current Employees,3,R & D,,Bachelor's Degree,Medical,E D U C A T I O N,Bachelor's Degree,1,E_1285,1285,3,Female,,1,3,Laboratory Technician,2,4444,13,3,3,Month,Retention,4
TRUE,0,28,28,25-34,No,,,,Current Employees,3,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1286,1286,4,Male,,1,3,Laboratory Technician,3,2154,11,3,3,Month,Retention,2
TRUE,0,44,44,35-44,No,,,,Current Employees,2.8,R & D,,Associates Degree,Life Sciences,E D U C A T I O N,Associates Degree,1,E_1288,1288,3,Male,,1,4,Manager,1,19190,14,3,4,Month,Retention,2
TRUE,0,34,34,25-34,No,,,,Current Employees,3,HR,,Bachelor's Degree,Life Sciences,E D U C A T I O N,Bachelor's Degree,1,E_1289,1289,3,Male,,1,2,Human Resources,2,4490,11,3,4,Month,Retention,4
TRUE,0,35,35,35-44,No,,,,Current Employees,3.2,R & D,,High School,Life Sciences,E D U C A T I O N,High School,1,E_1291,1291,3,Male,,1,3,Research Scientist,3,3506,14,3,4,Month,Retention,3
TRUE,0,42,42,35-44,No,,,,Current Employees,3,R & D,,Master's Degree,Medical,E D U C A T I O N,Master's Degree,1,E_1292,1292,2,Female,,1,4,Research Scientist,2,2372,16,3,4,Month,Retention,3
TRUE,0,43,43,35-44,No,,,,Current Employees,3.6,Sales,,Master's Degree,Marketing,E D U C A T I O N,Master's Degree,1,E_1293,1293,4,Female,,1,2,Sales Executive,4,10231,14,3,4,Month,Retention,4
TRUE,0,36,36,35-44,No,,,,Current Employees,3,R & D,,Master's Degree,Life Sciences,E D U C A T I O N,Master's Degree,1,E_1294,1294,3,Female,,1,3,Manufacturing Director,2,5410,11,3,4,Month,Retention,3
